Company Name,Channel Type,Cover Type,Duration_bucket,Value
TAL Life Limited,Group Super,Death,> 2 months to 6 months,4.7
TAL Life Limited,Group Super,Death,> 12 months,0.2
TAL Life Limited,Group Super,DII,0-2 weeks,30.0
TAL Life Limited,Group Super,DII,> 6 months to 12 months,3.3
TAL Life Limited,Group Super,DII,> 2 weeks to 2 months,45.3
TAL Life Limited,Group Super,DII,> 2 months to 6 months,20.9
TAL Life Limited,Group Super,DII,> 12 months,0.5
TAL Life Limited,Group Super,TPD,0-2 weeks,17.0
TAL Life Limited,Group Super,TPD,> 6 months to 12 months,15.0
TAL Life Limited,Group Super,TPD,> 2 weeks to 2 months,25.8
TAL Life Limited,Group Super,TPD,> 2 months to 6 months,38.4
TAL Life Limited,Group Super,TPD,> 12 months,3.8
TAL Life Limited,Group Ordinary,DII,0-2 weeks,54.2
TAL Life Limited,Group Ordinary,DII,> 6 months to 12 months,1.0
TAL Life Limited,Group Ordinary,DII,> 2 weeks to 2 months,34.4
TAL Life Limited,Group Ordinary,DII,> 2 months to 6 months,10.4
TAL Life Limited,Group Ordinary,DII,> 12 months,0.0
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Accident,0-2 weeks,62.0
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Accident,> 6 months to 12 months,4.7
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,17.8
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Accident,> 2 months to 6 months,13.7
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Accident,> 12 months,1.8
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,CCI,0-2 weeks,50.6
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,CCI,> 6 months to 12 months,1.6
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,36.4
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,CCI,> 2 months to 6 months,10.7
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,CCI,> 12 months,0.8
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Death,0-2 weeks,65.2
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Death,> 6 months to 12 months,2.9
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,20.3
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Death,> 2 months to 6 months,7.2
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Death,> 12 months,4.3
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Death,0-2 weeks,69.1
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Death,> 6 months to 12 months,2.6
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Death,> 2 weeks to 2 months,18.6
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Death,> 2 months to 6 months,7.4
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Death,> 12 months,2.3
The Colonial Mutual Life Assurance Society Limited,Individual Advised,DII,0-2 weeks,66.7
The Colonial Mutual Life Assurance Society Limited,Individual Advised,DII,> 6 months to 12 months,0.6
The Colonial Mutual Life Assurance Society Limited,Individual Advised,DII,> 2 weeks to 2 months,25.4
The Colonial Mutual Life Assurance Society Limited,Individual Advised,DII,> 2 months to 6 months,6.1
The Colonial Mutual Life Assurance Society Limited,Individual Advised,DII,> 12 months,1.2
The Colonial Mutual Life Assurance Society Limited,Individual Advised,TPD,0-2 weeks,11.6
The Colonial Mutual Life Assurance Society Limited,Individual Advised,TPD,> 6 months to 12 months,14.7
The Colonial Mutual Life Assurance Society Limited,Individual Advised,TPD,> 2 weeks to 2 months,28.4
The Colonial Mutual Life Assurance Society Limited,Individual Advised,TPD,> 2 months to 6 months,34.7
The Colonial Mutual Life Assurance Society Limited,Individual Advised,TPD,> 12 months,10.5
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Trauma,0-2 weeks,38.3
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Trauma,> 6 months to 12 months,6.2
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Trauma,> 2 weeks to 2 months,34.8
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Trauma,> 2 months to 6 months,19.4
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Trauma,> 12 months,1.4
The Colonial Mutual Life Assurance Society Limited,Group Super,Death,0-2 weeks,66.7
The Colonial Mutual Life Assurance Society Limited,Group Super,Death,> 6 months to 12 months,2.6
The Colonial Mutual Life Assurance Society Limited,Group Super,Death,> 2 weeks to 2 months,21.7
The Colonial Mutual Life Assurance Society Limited,Group Super,Death,> 2 months to 6 months,7.9
The Colonial Mutual Life Assurance Society Limited,Group Super,Death,> 12 months,1.1
The Colonial Mutual Life Assurance Society Limited,Group Super,DII,0-2 weeks,17.9
The Colonial Mutual Life Assurance Society Limited,Group Super,DII,> 6 months to 12 months,3.7
The Colonial Mutual Life Assurance Society Limited,Group Super,DII,> 2 weeks to 2 months,48.4
The Colonial Mutual Life Assurance Society Limited,Group Super,DII,> 2 months to 6 months,29.0
The Colonial Mutual Life Assurance Society Limited,Group Super,DII,> 12 months,1.0
The Colonial Mutual Life Assurance Society Limited,Group Super,TPD,0-2 weeks,20.4
The Colonial Mutual Life Assurance Society Limited,Group Super,TPD,> 6 months to 12 months,14.0
The Colonial Mutual Life Assurance Society Limited,Group Super,TPD,> 2 weeks to 2 months,30.3
The Colonial Mutual Life Assurance Society Limited,Group Super,TPD,> 2 months to 6 months,30.6
The Colonial Mutual Life Assurance Society Limited,Group Super,TPD,> 12 months,4.7
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,DII,0-2 weeks,41.2
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,DII,> 6 months to 12 months,0.0
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,DII,> 2 weeks to 2 months,51.8
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,DII,> 2 months to 6 months,7.1
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,DII,> 12 months,0.0
Westpac Life Insurance Services Limited,Individual Non-Advised,Accident,0-2 weeks,30.4
Westpac Life Insurance Services Limited,Individual Non-Advised,Accident,> 6 months to 12 months,11.4
Westpac Life Insurance Services Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,30.4
Westpac Life Insurance Services Limited,Individual Non-Advised,Accident,> 2 months to 6 months,22.8
Westpac Life Insurance Services Limited,Individual Non-Advised,Accident,> 12 months,5.1
Westpac Life Insurance Services Limited,Individual Non-Advised,CCI,0-2 weeks,77.6
Westpac Life Insurance Services Limited,Individual Non-Advised,CCI,> 6 months to 12 months,2.5
Westpac Life Insurance Services Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,13.2
Westpac Life Insurance Services Limited,Individual Non-Advised,CCI,> 2 months to 6 months,5.5
Westpac Life Insurance Services Limited,Individual Non-Advised,CCI,> 12 months,1.2
Westpac Life Insurance Services Limited,Individual Non-Advised,Death,0-2 weeks,41.5
Westpac Life Insurance Services Limited,Individual Non-Advised,Death,> 6 months to 12 months,5.3
Westpac Life Insurance Services Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,19.1
Westpac Life Insurance Services Limited,Individual Non-Advised,Death,> 2 months to 6 months,28.7
Westpac Life Insurance Services Limited,Individual Non-Advised,Death,> 12 months,5.3
Westpac Life Insurance Services Limited,Individual Non-Advised,Funeral,0-2 weeks,84.2
Westpac Life Insurance Services Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.2
Westpac Life Insurance Services Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,12.5
Westpac Life Insurance Services Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,3.2
Westpac Life Insurance Services Limited,Individual Non-Advised,Funeral,> 12 months,0.0
Westpac Life Insurance Services Limited,Individual Advised,Death,0-2 weeks,54.2
Westpac Life Insurance Services Limited,Individual Advised,Death,> 6 months to 12 months,5.8
Westpac Life Insurance Services Limited,Individual Advised,Death,> 2 weeks to 2 months,24.2
Westpac Life Insurance Services Limited,Individual Advised,Death,> 2 months to 6 months,14.2
Westpac Life Insurance Services Limited,Individual Advised,Death,> 12 months,1.7
Westpac Life Insurance Services Limited,Individual Advised,DII,0-2 weeks,52.0
Westpac Life Insurance Services Limited,Individual Advised,DII,> 6 months to 12 months,4.0
Westpac Life Insurance Services Limited,Individual Advised,DII,> 2 weeks to 2 months,33.2
Westpac Life Insurance Services Limited,Individual Advised,DII,> 2 months to 6 months,9.5
Westpac Life Insurance Services Limited,Individual Advised,DII,> 12 months,1.4
Westpac Life Insurance Services Limited,Individual Advised,TPD,0-2 weeks,2.8
Westpac Life Insurance Services Limited,Individual Advised,TPD,> 6 months to 12 months,29.2
Westpac Life Insurance Services Limited,Individual Advised,TPD,> 2 weeks to 2 months,12.3
Westpac Life Insurance Services Limited,Individual Advised,TPD,> 2 months to 6 months,29.2
Westpac Life Insurance Services Limited,Individual Advised,TPD,> 12 months,26.4
Westpac Life Insurance Services Limited,Individual Advised,Trauma,0-2 weeks,56.6
Westpac Life Insurance Services Limited,Individual Advised,Trauma,> 6 months to 12 months,4.0
Westpac Life Insurance Services Limited,Individual Advised,Trauma,> 2 weeks to 2 months,25.9
Westpac Life Insurance Services Limited,Individual Advised,Trauma,> 2 months to 6 months,12.8
Westpac Life Insurance Services Limited,Individual Advised,Trauma,> 12 months,0.7
Westpac Life Insurance Services Limited,Group Super,Death,0-2 weeks,74.3
Westpac Life Insurance Services Limited,Group Super,Death,> 6 months to 12 months,4.3
Westpac Life Insurance Services Limited,Group Super,Death,> 2 weeks to 2 months,11.2
Westpac Life Insurance Services Limited,Group Super,Death,> 2 months to 6 months,8.7
Westpac Life Insurance Services Limited,Group Super,Death,> 12 months,1.5
Westpac Life Insurance Services Limited,Group Super,DII,0-2 weeks,54.5
Westpac Life Insurance Services Limited,Group Super,DII,> 6 months to 12 months,1.7
Westpac Life Insurance Services Limited,Group Super,DII,> 2 weeks to 2 months,36.4
Westpac Life Insurance Services Limited,Group Super,DII,> 2 months to 6 months,6.3
Westpac Life Insurance Services Limited,Group Super,DII,> 12 months,1.1
Westpac Life Insurance Services Limited,Group Super,TPD,0-2 weeks,7.0
Westpac Life Insurance Services Limited,Group Super,TPD,> 6 months to 12 months,23.8
Westpac Life Insurance Services Limited,Group Super,TPD,> 2 weeks to 2 months,15.2
Westpac Life Insurance Services Limited,Group Super,TPD,> 2 months to 6 months,30.5
Westpac Life Insurance Services Limited,Group Super,TPD,> 12 months,23.4
Zurich Australia Limited,Individual Non-Advised,Accident,0-2 weeks,0.0
Zurich Australia Limited,Individual Non-Advised,Accident,> 6 months to 12 months,0.0
Zurich Australia Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,0.0
Zurich Australia Limited,Individual Non-Advised,Accident,> 2 months to 6 months,0.0
Zurich Australia Limited,Individual Non-Advised,Accident,> 12 months,0.0
Zurich Australia Limited,Individual Advised,Death,0-2 weeks,43.4
Zurich Australia Limited,Individual Advised,Death,> 6 months to 12 months,2.0
Zurich Australia Limited,Individual Advised,Death,> 2 weeks to 2 months,44.4
Zurich Australia Limited,Individual Advised,Death,> 2 months to 6 months,9.6
Zurich Australia Limited,Individual Advised,Death,> 12 months,0.5
Zurich Australia Limited,Individual Advised,DII,0-2 weeks,48.0
Zurich Australia Limited,Individual Advised,DII,> 6 months to 12 months,1.7
Zurich Australia Limited,Individual Advised,DII,> 2 weeks to 2 months,36.6
Zurich Australia Limited,Individual Advised,DII,> 2 months to 6 months,13.4
Zurich Australia Limited,Individual Advised,DII,> 12 months,0.3
Zurich Australia Limited,Individual Advised,TPD,0-2 weeks,8.2
Zurich Australia Limited,Individual Advised,TPD,> 6 months to 12 months,23.5
Zurich Australia Limited,Individual Advised,TPD,> 2 weeks to 2 months,17.6
Zurich Australia Limited,Individual Advised,TPD,> 2 months to 6 months,34.1
Zurich Australia Limited,Individual Advised,TPD,> 12 months,16.5
Zurich Australia Limited,Individual Advised,Trauma,0-2 weeks,33.9
Zurich Australia Limited,Individual Advised,Trauma,> 6 months to 12 months,3.1
Zurich Australia Limited,Individual Advised,Trauma,> 2 weeks to 2 months,48.5
Zurich Australia Limited,Individual Advised,Trauma,> 2 months to 6 months,13.9
Zurich Australia Limited,Individual Advised,Trauma,> 12 months,0.7
Zurich Australia Limited,Group Super,Death,0-2 weeks,0.0
Zurich Australia Limited,Group Super,Death,> 6 months to 12 months,0.0
Zurich Australia Limited,Group Super,Death,> 2 weeks to 2 months,0.0
Zurich Australia Limited,Group Super,Death,> 2 months to 6 months,0.0
Zurich Australia Limited,Group Super,Death,> 12 months,0.0
Zurich Australia Limited,Group Super,DII,0-2 weeks,0.0
Zurich Australia Limited,Group Super,DII,> 6 months to 12 months,0.0
Zurich Australia Limited,Group Super,DII,> 2 weeks to 2 months,0.0
Zurich Australia Limited,Group Super,DII,> 2 months to 6 months,0.0
Zurich Australia Limited,Group Super,DII,> 12 months,0.0
Zurich Australia Limited,Group Ordinary,Death,0-2 weeks,0.0
Zurich Australia Limited,Group Ordinary,Death,> 6 months to 12 months,0.0
Zurich Australia Limited,Group Ordinary,Death,> 2 weeks to 2 months,0.0
Zurich Australia Limited,Group Ordinary,Death,> 2 months to 6 months,0.0
Zurich Australia Limited,Group Ordinary,Death,> 12 months,0.0
AIA Australia Limited,Individual Non-Advised,Accident,0-2 weeks,0.0
AIA Australia Limited,Individual Non-Advised,Accident,> 6 months to 12 months,0.0
AIA Australia Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,0.0
AIA Australia Limited,Individual Non-Advised,Accident,> 2 months to 6 months,0.0
AIA Australia Limited,Individual Non-Advised,Accident,> 12 months,0.0
AIA Australia Limited,Individual Non-Advised,Funeral,0-2 weeks,96.6
AIA Australia Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.0
AIA Australia Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,3.4
AIA Australia Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,0.0
AIA Australia Limited,Individual Non-Advised,Funeral,> 12 months,0.0
AIA Australia Limited,Individual Advised,Death,0-2 weeks,11.3
AIA Australia Limited,Individual Advised,Death,> 6 months to 12 months,4.1
AIA Australia Limited,Individual Advised,Death,> 2 weeks to 2 months,64.4
AIA Australia Limited,Individual Advised,Death,> 2 months to 6 months,19.1
AIA Australia Limited,Individual Advised,Death,> 12 months,1.0
AIA Australia Limited,Individual Advised,DII,0-2 weeks,8.7
AIA Australia Limited,Individual Advised,DII,> 6 months to 12 months,2.6
AIA Australia Limited,Individual Advised,DII,> 2 weeks to 2 months,64.8
AIA Australia Limited,Individual Advised,DII,> 2 months to 6 months,23.3
AIA Australia Limited,Individual Advised,DII,> 12 months,0.7
AIA Australia Limited,Individual Advised,Trauma,0-2 weeks,11.6
AIA Australia Limited,Individual Advised,Trauma,> 6 months to 12 months,4.1
AIA Australia Limited,Individual Advised,Trauma,> 2 weeks to 2 months,61.9
AIA Australia Limited,Individual Advised,Trauma,> 2 months to 6 months,21.6
AIA Australia Limited,Individual Advised,Trauma,> 12 months,0.9
AIA Australia Limited,Group Super,Death,0-2 weeks,80.6
AIA Australia Limited,Group Super,Death,> 6 months to 12 months,0.7
AIA Australia Limited,Group Super,Death,> 2 weeks to 2 months,14.6
AIA Australia Limited,Group Super,Death,> 2 months to 6 months,4.1
AIA Australia Limited,Group Super,Death,> 12 months,0.0
AIA Australia Limited,Group Super,DII,0-2 weeks,9.0
AIA Australia Limited,Group Super,DII,> 6 months to 12 months,7.5
AIA Australia Limited,Group Super,DII,> 2 weeks to 2 months,61.0
AIA Australia Limited,Group Super,DII,> 2 months to 6 months,21.7
AIA Australia Limited,Group Super,DII,> 12 months,0.8
AIA Australia Limited,Group Super,TPD,0-2 weeks,4.6
AIA Australia Limited,Group Super,TPD,> 6 months to 12 months,24.6
AIA Australia Limited,Group Super,TPD,> 2 weeks to 2 months,17.0
AIA Australia Limited,Group Super,TPD,> 2 months to 6 months,43.6
AIA Australia Limited,Group Super,TPD,> 12 months,10.2
AIA Australia Limited,Group Ordinary,DII,0-2 weeks,13.2
AIA Australia Limited,Group Ordinary,DII,> 6 months to 12 months,1.4
AIA Australia Limited,Group Ordinary,DII,> 2 weeks to 2 months,59.4
AIA Australia Limited,Group Ordinary,DII,> 2 months to 6 months,25.5
AIA Australia Limited,Group Ordinary,DII,> 12 months,0.5
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,0-2 weeks,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,> 6 months to 12 months,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,> 2 months to 6 months,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,> 12 months,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,CCI,0-2 weeks,5.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,CCI,> 6 months to 12 months,10.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,32.5
Allianz Australia Life Insurance Limited,Individual Non-Advised,CCI,> 2 months to 6 months,52.5
Allianz Australia Life Insurance Limited,Individual Non-Advised,CCI,> 12 months,0.0
Asteron Life & Superannuation Limited,Individual Non-Advised,Accident,0-2 weeks,80.5
Asteron Life & Superannuation Limited,Individual Non-Advised,Accident,> 6 months to 12 months,1.0
